image_location,class
imagenet_c/zoom_blur/1/ILSVRC2012_val_00000570.JPEG,default
imagenet_c/contrast/3/ILSVRC2012_val_00016252.JPEG,default
imagenet_c/gaussian_noise/5/ILSVRC2012_val_00013367.JPEG,default
imagenet_c/defocus_blur/5/ILSVRC2012_val_00047688.JPEG,default
imagenet_c/zoom_blur/3/ILSVRC2012_val_00021523.JPEG,default
imagenet_c/brightness/4/ILSVRC2012_val_00015830.JPEG,default
imagenet_c/gaussian_noise/1/ILSVRC2012_val_00001556.JPEG,default
imagenet_c/motion_blur/1/ILSVRC2012_val_00026755.JPEG,default
imagenet_c/contrast/4/ILSVRC2012_val_00048642.JPEG,default
imagenet_c/zoom_blur/5/ILSVRC2012_val_00022889.JPEG,default
imagenet_c/frost/4/ILSVRC2012_val_00045623.JPEG,default
imagenet_c/fog/1/ILSVRC2012_val_00026123.JPEG,default
imagenet_c/elastic_transform/5/ILSVRC2012_val_00035389.JPEG,default
imagenet_c/gaussian_noise/1/ILSVRC2012_val_00036008.JPEG,default
imagenet_c/snow/3/ILSVRC2012_val_00032025.JPEG,default
imagenet_c/elastic_transform/3/ILSVRC2012_val_00038794.JPEG,default
imagenet_c/fog/3/ILSVRC2012_val_00011841.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00007872.JPEG,default
imagenet_c/contrast/4/ILSVRC2012_val_00040606.JPEG,default
imagenet_c/frost/2/ILSVRC2012_val_00030657.JPEG,default
imagenet_c/motion_blur/5/ILSVRC2012_val_00045480.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00004577.JPEG,default
imagenet_c/shot_noise/3/ILSVRC2012_val_00039571.JPEG,default
imagenet_c/snow/2/ILSVRC2012_val_00037454.JPEG,default
imagenet_c/pixelate/1/ILSVRC2012_val_00005156.JPEG,default
imagenet_c/shot_noise/2/ILSVRC2012_val_00006328.JPEG,default
imagenet_c/glass_blur/2/ILSVRC2012_val_00041595.JPEG,default
imagenet_c/impulse_noise/2/ILSVRC2012_val_00025428.JPEG,default
imagenet_c/impulse_noise/1/ILSVRC2012_val_00028024.JPEG,default
imagenet_c/impulse_noise/2/ILSVRC2012_val_00031987.JPEG,default
imagenet_c/contrast/4/ILSVRC2012_val_00043965.JPEG,default
imagenet_c/snow/4/ILSVRC2012_val_00020178.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00009092.JPEG,default
imagenet_c/brightness/4/ILSVRC2012_val_00025035.JPEG,default
imagenet_c/shot_noise/1/ILSVRC2012_val_00041944.JPEG,default
imagenet_c/contrast/4/ILSVRC2012_val_00040426.JPEG,default
imagenet_c/contrast/5/ILSVRC2012_val_00005594.JPEG,default
imagenet_c/impulse_noise/3/ILSVRC2012_val_00002825.JPEG,default
imagenet_c/zoom_blur/2/ILSVRC2012_val_00014362.JPEG,default
imagenet_c/frost/2/ILSVRC2012_val_00041152.JPEG,default
imagenet_c/zoom_blur/3/ILSVRC2012_val_00029627.JPEG,default
imagenet_c/motion_blur/4/ILSVRC2012_val_00028607.JPEG,default
imagenet_c/impulse_noise/2/ILSVRC2012_val_00026929.JPEG,default
imagenet_c/shot_noise/4/ILSVRC2012_val_00000217.JPEG,default
imagenet_c/frost/3/ILSVRC2012_val_00011267.JPEG,default
imagenet_c/jpeg_compression/1/ILSVRC2012_val_00009807.JPEG,default
imagenet_c/frost/3/ILSVRC2012_val_00016840.JPEG,default
imagenet_c/snow/1/ILSVRC2012_val_00036999.JPEG,default
imagenet_c/defocus_blur/5/ILSVRC2012_val_00018145.JPEG,default
imagenet_c/impulse_noise/2/ILSVRC2012_val_00029835.JPEG,default
imagenet_c/pixelate/1/ILSVRC2012_val_00045785.JPEG,default
imagenet_c/elastic_transform/4/ILSVRC2012_val_00014046.JPEG,default
imagenet_c/glass_blur/3/ILSVRC2012_val_00001508.JPEG,default
imagenet_c/frost/5/ILSVRC2012_val_00006851.JPEG,default
imagenet_c/defocus_blur/2/ILSVRC2012_val_00011446.JPEG,default
imagenet_c/shot_noise/3/ILSVRC2012_val_00022106.JPEG,default
imagenet_c/zoom_blur/2/ILSVRC2012_val_00028524.JPEG,default
imagenet_c/contrast/2/ILSVRC2012_val_00033307.JPEG,default
imagenet_c/zoom_blur/3/ILSVRC2012_val_00046280.JPEG,default
imagenet_c/jpeg_compression/3/ILSVRC2012_val_00025361.JPEG,default
imagenet_c/elastic_transform/1/ILSVRC2012_val_00034552.JPEG,default
imagenet_c/snow/2/ILSVRC2012_val_00034144.JPEG,default
imagenet_c/elastic_transform/3/ILSVRC2012_val_00008347.JPEG,default
imagenet_c/defocus_blur/2/ILSVRC2012_val_00011501.JPEG,default
imagenet_c/shot_noise/1/ILSVRC2012_val_00039219.JPEG,default
imagenet_c/brightness/5/ILSVRC2012_val_00047827.JPEG,default
imagenet_c/glass_blur/3/ILSVRC2012_val_00024025.JPEG,default
imagenet_c/defocus_blur/5/ILSVRC2012_val_00004559.JPEG,default
imagenet_c/snow/5/ILSVRC2012_val_00030073.JPEG,default
imagenet_c/glass_blur/5/ILSVRC2012_val_00004518.JPEG,default
imagenet_c/snow/5/ILSVRC2012_val_00032667.JPEG,default
imagenet_c/snow/1/ILSVRC2012_val_00009981.JPEG,default
imagenet_c/contrast/1/ILSVRC2012_val_00049141.JPEG,default
imagenet_c/shot_noise/1/ILSVRC2012_val_00025692.JPEG,default
imagenet_c/shot_noise/4/ILSVRC2012_val_00012836.JPEG,default
imagenet_c/defocus_blur/1/ILSVRC2012_val_00025577.JPEG,default
imagenet_c/brightness/4/ILSVRC2012_val_00018280.JPEG,default
imagenet_c/elastic_transform/1/ILSVRC2012_val_00017916.JPEG,default
imagenet_c/contrast/5/ILSVRC2012_val_00024353.JPEG,default
imagenet_c/fog/5/ILSVRC2012_val_00036812.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00017017.JPEG,default
imagenet_c/motion_blur/1/ILSVRC2012_val_00033372.JPEG,default
imagenet_c/motion_blur/3/ILSVRC2012_val_00016909.JPEG,default
imagenet_c/snow/1/ILSVRC2012_val_00038159.JPEG,default
imagenet_c/zoom_blur/3/ILSVRC2012_val_00017028.JPEG,default
imagenet_c/fog/2/ILSVRC2012_val_00011519.JPEG,default
imagenet_c/contrast/4/ILSVRC2012_val_00020730.JPEG,default
imagenet_c/jpeg_compression/4/ILSVRC2012_val_00024643.JPEG,default
imagenet_c/brightness/1/ILSVRC2012_val_00010880.JPEG,default
imagenet_c/elastic_transform/1/ILSVRC2012_val_00012797.JPEG,default
imagenet_c/brightness/1/ILSVRC2012_val_00006907.JPEG,default
imagenet_c/brightness/3/ILSVRC2012_val_00029430.JPEG,default
imagenet_c/jpeg_compression/4/ILSVRC2012_val_00013095.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00046308.JPEG,default
imagenet_c/shot_noise/1/ILSVRC2012_val_00020694.JPEG,default
imagenet_c/jpeg_compression/3/ILSVRC2012_val_00028139.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00033214.JPEG,default
imagenet_c/shot_noise/4/ILSVRC2012_val_00047191.JPEG,default
imagenet_c/snow/5/ILSVRC2012_val_00006203.JPEG,default
imagenet_c/gaussian_noise/4/ILSVRC2012_val_00015040.JPEG,default
imagenet_c/fog/2/ILSVRC2012_val_00013166.JPEG,default
imagenet_c/frost/5/ILSVRC2012_val_00028521.JPEG,default
imagenet_c/elastic_transform/4/ILSVRC2012_val_00045612.JPEG,default
imagenet_c/motion_blur/4/ILSVRC2012_val_00040158.JPEG,default
imagenet_c/zoom_blur/3/ILSVRC2012_val_00013265.JPEG,default
imagenet_c/defocus_blur/4/ILSVRC2012_val_00046564.JPEG,default
imagenet_c/gaussian_noise/3/ILSVRC2012_val_00014082.JPEG,default
imagenet_c/pixelate/3/ILSVRC2012_val_00007712.JPEG,default
imagenet_c/snow/2/ILSVRC2012_val_00037795.JPEG,default
imagenet_c/glass_blur/3/ILSVRC2012_val_00008481.JPEG,default
imagenet_c/contrast/3/ILSVRC2012_val_00027079.JPEG,default
imagenet_c/frost/3/ILSVRC2012_val_00039859.JPEG,default
imagenet_c/impulse_noise/5/ILSVRC2012_val_00009119.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00043801.JPEG,default
imagenet_c/frost/4/ILSVRC2012_val_00044797.JPEG,default
imagenet_c/fog/5/ILSVRC2012_val_00020743.JPEG,default
imagenet_c/gaussian_noise/2/ILSVRC2012_val_00000018.JPEG,default
imagenet_c/glass_blur/1/ILSVRC2012_val_00014220.JPEG,default
imagenet_c/fog/4/ILSVRC2012_val_00006213.JPEG,default
imagenet_c/shot_noise/1/ILSVRC2012_val_00031653.JPEG,default
imagenet_c/fog/4/ILSVRC2012_val_00030090.JPEG,default
imagenet_c/elastic_transform/5/ILSVRC2012_val_00040117.JPEG,default
imagenet_c/frost/2/ILSVRC2012_val_00026579.JPEG,default
imagenet_c/pixelate/1/ILSVRC2012_val_00035098.JPEG,default
imagenet_c/defocus_blur/4/ILSVRC2012_val_00015913.JPEG,default
imagenet_c/jpeg_compression/4/ILSVRC2012_val_00008209.JPEG,default
imagenet_c/zoom_blur/2/ILSVRC2012_val_00021335.JPEG,default
imagenet_c/motion_blur/3/ILSVRC2012_val_00010022.JPEG,default
imagenet_c/contrast/4/ILSVRC2012_val_00031144.JPEG,default
imagenet_c/pixelate/4/ILSVRC2012_val_00003892.JPEG,default
imagenet_c/impulse_noise/3/ILSVRC2012_val_00010457.JPEG,default
imagenet_c/impulse_noise/4/ILSVRC2012_val_00032875.JPEG,default
imagenet_c/motion_blur/1/ILSVRC2012_val_00046162.JPEG,default
imagenet_c/glass_blur/3/ILSVRC2012_val_00045120.JPEG,default
imagenet_c/contrast/1/ILSVRC2012_val_00028565.JPEG,default
imagenet_c/zoom_blur/2/ILSVRC2012_val_00029763.JPEG,default
imagenet_c/impulse_noise/2/ILSVRC2012_val_00014232.JPEG,default
imagenet_c/gaussian_noise/1/ILSVRC2012_val_00046119.JPEG,default
imagenet_c/motion_blur/2/ILSVRC2012_val_00039753.JPEG,default
imagenet_c/pixelate/5/ILSVRC2012_val_00001816.JPEG,default
imagenet_c/frost/5/ILSVRC2012_val_00016747.JPEG,default
imagenet_c/frost/4/ILSVRC2012_val_00034499.JPEG,default
imagenet_c/fog/1/ILSVRC2012_val_00031919.JPEG,default
imagenet_c/impulse_noise/5/ILSVRC2012_val_00011650.JPEG,default
imagenet_c/jpeg_compression/4/ILSVRC2012_val_00005868.JPEG,default
imagenet_c/glass_blur/5/ILSVRC2012_val_00009670.JPEG,default
imagenet_c/snow/5/ILSVRC2012_val_00016422.JPEG,default
imagenet_c/jpeg_compression/2/ILSVRC2012_val_00021017.JPEG,default
imagenet_c/frost/5/ILSVRC2012_val_00007257.JPEG,default
imagenet_c/shot_noise/3/ILSVRC2012_val_00045451.JPEG,default
imagenet_c/gaussian_noise/3/ILSVRC2012_val_00029854.JPEG,default
imagenet_c/defocus_blur/5/ILSVRC2012_val_00020393.JPEG,default
imagenet_c/impulse_noise/2/ILSVRC2012_val_00000807.JPEG,default
imagenet_c/frost/2/ILSVRC2012_val_00041540.JPEG,default
imagenet_c/glass_blur/3/ILSVRC2012_val_00002746.JPEG,default
imagenet_c/brightness/5/ILSVRC2012_val_00033492.JPEG,default
imagenet_c/elastic_transform/3/ILSVRC2012_val_00017185.JPEG,default
imagenet_c/frost/1/ILSVRC2012_val_00007998.JPEG,default
imagenet_c/zoom_blur/3/ILSVRC2012_val_00000258.JPEG,default
imagenet_c/gaussian_noise/2/ILSVRC2012_val_00028601.JPEG,default
imagenet_c/glass_blur/3/ILSVRC2012_val_00026016.JPEG,default
imagenet_c/fog/4/ILSVRC2012_val_00035305.JPEG,default
imagenet_c/impulse_noise/1/ILSVRC2012_val_00007050.JPEG,default
imagenet_c/brightness/3/ILSVRC2012_val_00003350.JPEG,default
imagenet_c/jpeg_compression/3/ILSVRC2012_val_00015709.JPEG,default
imagenet_c/shot_noise/3/ILSVRC2012_val_00041418.JPEG,default
imagenet_c/elastic_transform/1/ILSVRC2012_val_00042125.JPEG,default
imagenet_c/snow/3/ILSVRC2012_val_00021906.JPEG,default
imagenet_c/fog/2/ILSVRC2012_val_00047089.JPEG,default
imagenet_c/impulse_noise/1/ILSVRC2012_val_00046616.JPEG,default
imagenet_c/brightness/3/ILSVRC2012_val_00029732.JPEG,default
imagenet_c/shot_noise/2/ILSVRC2012_val_00021024.JPEG,default
imagenet_c/zoom_blur/4/ILSVRC2012_val_00048148.JPEG,default
imagenet_c/fog/4/ILSVRC2012_val_00034583.JPEG,default
imagenet_c/pixelate/4/ILSVRC2012_val_00008686.JPEG,default
imagenet_c/gaussian_noise/4/ILSVRC2012_val_00016514.JPEG,default
imagenet_c/contrast/1/ILSVRC2012_val_00029500.JPEG,default
imagenet_c/snow/4/ILSVRC2012_val_00020772.JPEG,default
imagenet_c/jpeg_compression/2/ILSVRC2012_val_00027929.JPEG,default
imagenet_c/motion_blur/1/ILSVRC2012_val_00045553.JPEG,default
imagenet_c/contrast/1/ILSVRC2012_val_00042302.JPEG,default
imagenet_c/impulse_noise/5/ILSVRC2012_val_00001138.JPEG,default
imagenet_c/defocus_blur/4/ILSVRC2012_val_00032916.JPEG,default
imagenet_c/brightness/2/ILSVRC2012_val_00025633.JPEG,default
imagenet_c/contrast/5/ILSVRC2012_val_00032061.JPEG,default
imagenet_c/shot_noise/4/ILSVRC2012_val_00024938.JPEG,default
imagenet_c/motion_blur/2/ILSVRC2012_val_00004613.JPEG,default
imagenet_c/pixelate/5/ILSVRC2012_val_00018512.JPEG,default
imagenet_c/contrast/3/ILSVRC2012_val_00011664.JPEG,default
imagenet_c/defocus_blur/5/ILSVRC2012_val_00009563.JPEG,default
imagenet_c/snow/5/ILSVRC2012_val_00033960.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00036102.JPEG,default
imagenet_c/impulse_noise/2/ILSVRC2012_val_00041279.JPEG,default
imagenet_c/jpeg_compression/4/ILSVRC2012_val_00036066.JPEG,default
imagenet_c/zoom_blur/4/ILSVRC2012_val_00033838.JPEG,default
imagenet_c/contrast/5/ILSVRC2012_val_00033084.JPEG,default
imagenet_c/glass_blur/5/ILSVRC2012_val_00023855.JPEG,default
imagenet_c/shot_noise/5/ILSVRC2012_val_00001739.JPEG,default
imagenet_c/motion_blur/3/ILSVRC2012_val_00006987.JPEG,default
imagenet_c/elastic_transform/3/ILSVRC2012_val_00027451.JPEG,default
imagenet_c/impulse_noise/1/ILSVRC2012_val_00017505.JPEG,default
imagenet_c/defocus_blur/3/ILSVRC2012_val_00020059.JPEG,default
imagenet_c/glass_blur/3/ILSVRC2012_val_00032966.JPEG,default
imagenet_c/impulse_noise/3/ILSVRC2012_val_00044262.JPEG,default
imagenet_c/pixelate/5/ILSVRC2012_val_00039996.JPEG,default
imagenet_c/gaussian_noise/3/ILSVRC2012_val_00040420.JPEG,default
imagenet_c/brightness/2/ILSVRC2012_val_00047623.JPEG,default
imagenet_c/shot_noise/2/ILSVRC2012_val_00004724.JPEG,default
imagenet_c/glass_blur/3/ILSVRC2012_val_00006830.JPEG,default
imagenet_c/frost/4/ILSVRC2012_val_00023255.JPEG,default
imagenet_c/defocus_blur/3/ILSVRC2012_val_00024102.JPEG,default
imagenet_c/glass_blur/2/ILSVRC2012_val_00016934.JPEG,default
imagenet_c/elastic_transform/5/ILSVRC2012_val_00031389.JPEG,default
imagenet_c/contrast/1/ILSVRC2012_val_00031829.JPEG,default
imagenet_c/zoom_blur/3/ILSVRC2012_val_00015924.JPEG,default
imagenet_c/jpeg_compression/3/ILSVRC2012_val_00011444.JPEG,default
imagenet_c/motion_blur/4/ILSVRC2012_val_00041641.JPEG,default
imagenet_c/jpeg_compression/4/ILSVRC2012_val_00030736.JPEG,default
imagenet_c/frost/2/ILSVRC2012_val_00049773.JPEG,default
imagenet_c/fog/1/ILSVRC2012_val_00043247.JPEG,default
imagenet_c/snow/5/ILSVRC2012_val_00002817.JPEG,default
imagenet_c/shot_noise/2/ILSVRC2012_val_00020141.JPEG,default
imagenet_c/defocus_blur/3/ILSVRC2012_val_00006305.JPEG,default
imagenet_c/defocus_blur/3/ILSVRC2012_val_00016700.JPEG,default
imagenet_c/frost/5/ILSVRC2012_val_00029324.JPEG,default
imagenet_c/frost/2/ILSVRC2012_val_00047746.JPEG,default
imagenet_c/snow/1/ILSVRC2012_val_00012746.JPEG,default
imagenet_c/snow/1/ILSVRC2012_val_00047546.JPEG,default
imagenet_c/fog/1/ILSVRC2012_val_00002163.JPEG,default
imagenet_c/motion_blur/4/ILSVRC2012_val_00031275.JPEG,default
imagenet_c/elastic_transform/5/ILSVRC2012_val_00007044.JPEG,default
imagenet_c/shot_noise/5/ILSVRC2012_val_00042049.JPEG,default
imagenet_c/fog/5/ILSVRC2012_val_00019547.JPEG,default
imagenet_c/contrast/3/ILSVRC2012_val_00009231.JPEG,default
imagenet_c/contrast/5/ILSVRC2012_val_00027877.JPEG,default
imagenet_c/pixelate/2/ILSVRC2012_val_00048991.JPEG,default
imagenet_c/elastic_transform/3/ILSVRC2012_val_00036815.JPEG,default
imagenet_c/elastic_transform/2/ILSVRC2012_val_00022841.JPEG,default
imagenet_c/brightness/4/ILSVRC2012_val_00023686.JPEG,default
imagenet_c/glass_blur/2/ILSVRC2012_val_00024666.JPEG,default
imagenet_c/zoom_blur/1/ILSVRC2012_val_00034840.JPEG,default
imagenet_c/snow/3/ILSVRC2012_val_00036271.JPEG,default
imagenet_c/defocus_blur/5/ILSVRC2012_val_00002832.JPEG,default
imagenet_c/defocus_blur/4/ILSVRC2012_val_00009819.JPEG,default
imagenet_c/brightness/2/ILSVRC2012_val_00032805.JPEG,default
imagenet_c/snow/4/ILSVRC2012_val_00046149.JPEG,default
imagenet_c/elastic_transform/3/ILSVRC2012_val_00008333.JPEG,default
imagenet_c/frost/1/ILSVRC2012_val_00008921.JPEG,default
imagenet_c/gaussian_noise/1/ILSVRC2012_val_00010915.JPEG,default
imagenet_c/pixelate/5/ILSVRC2012_val_00027859.JPEG,default
imagenet_c/contrast/1/ILSVRC2012_val_00028599.JPEG,default
imagenet_c/shot_noise/4/ILSVRC2012_val_00013301.JPEG,default
imagenet_c/frost/4/ILSVRC2012_val_00018414.JPEG,default
imagenet_c/snow/2/ILSVRC2012_val_00009376.JPEG,default
imagenet_c/impulse_noise/4/ILSVRC2012_val_00010145.JPEG,default
imagenet_c/contrast/1/ILSVRC2012_val_00037560.JPEG,default
imagenet_c/brightness/3/ILSVRC2012_val_00043444.JPEG,default
imagenet_c/contrast/2/ILSVRC2012_val_00040287.JPEG,default
imagenet_c/motion_blur/2/ILSVRC2012_val_00019068.JPEG,default
imagenet_c/snow/1/ILSVRC2012_val_00010386.JPEG,default
imagenet_c/jpeg_compression/1/ILSVRC2012_val_00028162.JPEG,default
imagenet_c/impulse_noise/2/ILSVRC2012_val_00040771.JPEG,default
imagenet_c/frost/3/ILSVRC2012_val_00004638.JPEG,default
imagenet_c/gaussian_noise/5/ILSVRC2012_val_00011294.JPEG,default
